order_id,customer_id,sales_rep_id,order_date,ship_date,ship_mode,order_status,payment_method,country,city,region,order_total
5836,6351,19,2025-08-20,2025-08-27,Express,Delivered,Credit Card,UK,Bristol,Europe,1600.56
5837,2653,12,2024-09-23,2024-10-01,Standard,Delivered,Bank Transfer,USA,Houston,North America,6113.75
5838,7285,14,2026-03-10,2026-03-15,Express,Delivered,Credit Card,USA,Chicago,North America,5787.06
5839,7932,20,2025-02-03,2025-02-07,Standard,Cancelled,Bank Transfer,UK,Manchester,Europe,15542.21
5840,4228,4,2024-01-12,2024-01-19,Express,Delivered,Bank Transfer,Philippines,Quezon City,APAC,6057.8
5841,6441,6,2023-02-13,2023-02-15,Same Day,Delivered,Debit Card,India,Pune,APAC,341.55
5842,5754,6,2023-03-30,2023-04-09,Standard,Delivered,Credit Card,India,Bangalore,APAC,24005.44
5843,147,17,2025-02-20,2025-02-26,Express,Delivered,Bank Transfer,UK,Edinburgh,Europe,640.44
5844,2820,14,2026-03-01,2026-03-04,Same Day,Processing,PayPal,Canada,Calgary,North America,11311.53
5845,2759,2,2025-03-12,2025-03-20,Express,Shipped,Bank Transfer,Australia,Brisbane,APAC,21714.01
5846,317,14,2024-10-10,2024-10-14,Express,Processing,PayPal,USA,Los Angeles,North America,26392.29
5847,5253,10,2026-04-15,2026-04-16,Standard,Delivered,Credit Card,Canada,Winnipeg,North America,10964.43
5848,2497,3,2024-04-08,2024-04-15,Same Day,Delivered,PayPal,Philippines,Cebu,APAC,6221.12
5849,996,6,2023-11-02,2023-11-03,Express,Delivered,Credit Card,Australia,Sydney,APAC,7394.45
5850,6502,2,2023-09-24,2023-10-02,Economy,Processing,PayPal,India,Ahmedabad,APAC,132.04
5851,5109,11,2025-02-03,2025-02-13,Economy,Delivered,PayPal,USA,Seattle,North America,12360.09
5852,6542,2,2026-03-08,2026-03-16,Economy,Delivered,Buy Now Pay Later,India,Chennai,APAC,3084.21
5853,101,4,2023-10-05,2023-10-12,Standard,Delivered,Debit Card,Australia,Brisbane,APAC,1257.51
5854,7946,20,2023-08-25,2023-08-31,Standard,Delivered,Debit Card,UK,London,Europe,1706.05
5855,4943,8,2025-08-26,2025-09-04,Same Day,Delivered,PayPal,USA,Austin,North America,7327.1
5856,6982,16,2025-11-10,2025-11-16,Express,Cancelled,Credit Card,UK,Bristol,Europe,839.65
5857,4017,1,2024-05-05,2024-05-06,Standard,Shipped,Credit Card,India,Hyderabad,APAC,6089.5
5858,540,4,2024-11-28,2024-11-29,Standard,Delivered,PayPal,Philippines,Davao,APAC,10320.01
5859,3077,5,2023-08-08,2023-08-09,Standard,Processing,PayPal,Philippines,Caloocan,APAC,1885.45
5860,670,18,2025-09-05,2025-09-13,Economy,Cancelled,Bank Transfer,UK,Birmingham,Europe,19536.09
5861,330,3,2025-11-30,2025-12-06,Standard,Delivered,Credit Card,Philippines,Makati,APAC,9329.15
5862,1196,9,2024-07-17,2024-07-18,Standard,Delivered,Bank Transfer,USA,Phoenix,North America,588.84
5863,4311,17,2025-04-03,2025-04-04,Standard,Delivered,Credit Card,UK,Manchester,Europe,16974.88
5864,2446,3,2024-05-25,2024-06-02,Express,Delivered,Credit Card,India,Chennai,APAC,114.67
5865,1918,13,2023-12-04,2023-12-09,Standard,Delivered,Credit Card,USA,Seattle,North America,824.34
5866,2649,14,2023-02-15,2023-02-21,Express,Delivered,Credit Card,USA,New York,North America,614.94
5867,1009,11,2023-08-20,2023-08-30,Express,Delivered,Debit Card,USA,New York,North America,651.6
5868,7230,11,2023-08-13,2023-08-17,Standard,Returned,GCash,USA,Houston,North America,7661.64
5869,7032,4,2024-08-19,2024-08-20,Standard,Delivered,PayPal,India,Chennai,APAC,215.02
5870,685,17,2024-07-09,2024-07-19,Economy,Delivered,GCash,UK,Liverpool,Europe,13211.21
5871,7676,7,2026-04-10,2026-04-15,Express,Delivered,Buy Now Pay Later,Australia,Brisbane,APAC,1053.66
5872,2742,14,2023-10-15,2023-10-17,Economy,Delivered,Credit Card,USA,Phoenix,North America,4238.67
5873,1410,6,2026-04-09,2026-04-17,Standard,Delivered,Credit Card,India,Mumbai,APAC,1502.42
5874,4013,10,2026-05-31,2026-05-31,Express,Delivered,Credit Card,Canada,Montreal,North America,356.24
5875,5901,11,2024-01-06,2024-01-09,Standard,Delivered,PayPal,USA,Austin,North America,3880.22
5876,6944,3,2024-10-25,2024-11-03,Economy,Delivered,Credit Card,Philippines,Makati,APAC,389.54
5877,4376,4,2025-08-03,2025-08-08,Standard,Delivered,Credit Card,Philippines,Makati,APAC,2638.35
5878,4845,1,2024-10-10,2024-10-19,Express,Delivered,Debit Card,India,Hyderabad,APAC,4772.74
5879,7090,20,2024-05-30,2024-06-07,Standard,Delivered,PayPal,UK,London,Europe,1479.3
5880,2209,15,2023-04-28,2023-05-07,Same Day,Delivered,Credit Card,UK,Liverpool,Europe,3975.12
5881,7442,11,2023-08-07,2023-08-11,Express,Delivered,Credit Card,USA,Dallas,North America,21152.4
5882,5089,1,2024-07-01,2024-07-04,Express,Delivered,Credit Card,Philippines,Manila,APAC,1266.99
5883,3874,2,2025-11-12,2025-11-15,Standard,Cancelled,GCash,Philippines,Pasig,APAC,17352.14
5884,1917,16,2026-02-24,2026-03-06,Standard,Processing,GCash,UK,Manchester,Europe,9398.27
5885,929,11,2023-03-26,2023-04-03,Express,Delivered,Bank Transfer,USA,New York,North America,5979.89
5886,6671,18,2025-01-12,2025-01-13,Express,Delivered,GCash,UK,Manchester,Europe,4458.97
5887,7964,2,2024-05-05,2024-05-14,Standard,Delivered,PayPal,India,Delhi,APAC,265.35
5888,20,13,2026-02-24,2026-02-26,Same Day,Shipped,Bank Transfer,USA,Dallas,North America,5818.16
5889,558,4,2025-01-08,2025-01-18,Economy,Shipped,Credit Card,Philippines,Manila,APAC,9474.65
5890,2433,15,2025-10-19,2025-10-27,Same Day,Delivered,Debit Card,UK,Leeds,Europe,5919.01
5891,2956,4,2024-12-05,2024-12-12,Economy,Delivered,GCash,Philippines,Makati,APAC,2299.15
5892,7633,6,2024-02-08,2024-02-17,Express,Delivered,Credit Card,Australia,Canberra,APAC,38510.52
5893,7627,2,2024-01-23,2024-01-28,Express,Delivered,Debit Card,India,Kolkata,APAC,1146.85
5894,760,2,2024-08-20,2024-08-30,Express,Delivered,Debit Card,Australia,Perth,APAC,3824.25
5895,68,4,2024-08-04,2024-08-13,Express,Delivered,GCash,India,Ahmedabad,APAC,257.56
5896,7701,11,2024-04-30,2024-05-10,Express,Delivered,PayPal,Canada,Calgary,North America,1882.95
5897,3610,15,2023-10-22,2023-10-26,Economy,Delivered,Buy Now Pay Later,UK,Glasgow,Europe,473.44
5898,4062,10,2024-01-17,2024-01-20,Standard,Delivered,PayPal,USA,Dallas,North America,4516.4
5899,5696,10,2026-04-26,2026-04-28,Express,Delivered,GCash,USA,Houston,North America,919.37
5900,6652,2,2024-03-17,2024-03-18,Express,Cancelled,Credit Card,Philippines,Manila,APAC,11683.64
5901,4979,16,2025-01-10,2025-01-20,Express,Delivered,GCash,UK,Leeds,Europe,21218.16
5902,5697,10,2025-06-10,2025-06-13,Express,Shipped,PayPal,USA,Houston,North America,802.5
5903,1224,16,2023-12-11,2023-12-18,Express,Delivered,GCash,UK,Leeds,Europe,8000.79
5904,2407,9,2023-01-25,2023-02-02,Standard,Delivered,Bank Transfer,USA,New York,North America,844.62
5905,657,20,2023-05-27,2023-05-30,Same Day,Delivered,Credit Card,UK,Liverpool,Europe,11382.9
5906,7491,14,2025-10-31,2025-11-05,Standard,Delivered,Credit Card,USA,Chicago,North America,1302.48
5907,7132,3,2023-10-09,2023-10-11,Economy,Delivered,PayPal,India,Pune,APAC,1389.81
5908,6192,6,2025-07-21,2025-07-22,Same Day,Delivered,Credit Card,Philippines,Makati,APAC,521.28
5909,4971,10,2025-07-13,2025-07-19,Standard,Shipped,Credit Card,USA,Los Angeles,North America,1109.28
5910,386,3,2024-06-26,2024-06-28,Economy,Delivered,Credit Card,Philippines,Pasig,APAC,232.63
5911,4058,13,2024-11-04,2024-11-14,Same Day,Processing,Bank Transfer,Canada,Ottawa,North America,143.41
5912,1867,3,2024-11-11,2024-11-15,Same Day,Delivered,Debit Card,Australia,Hobart,APAC,10780.57
5913,2719,7,2023-05-02,2023-05-03,Standard,Processing,Buy Now Pay Later,India,Kolkata,APAC,2455.15
5914,5925,17,2024-10-15,2024-10-17,Standard,Returned,Buy Now Pay Later,UK,Manchester,Europe,13379.2
5915,2000,9,2025-09-30,2025-10-08,Same Day,Returned,Credit Card,Canada,Winnipeg,North America,10580.43
5916,3836,5,2023-08-31,2023-09-07,Same Day,Delivered,Credit Card,Philippines,Taguig,APAC,5435.37
5917,2132,12,2025-02-28,2025-03-04,Express,Delivered,GCash,USA,Chicago,North America,6096.04
5918,2764,1,2023-02-15,2023-02-16,Standard,Processing,Credit Card,Philippines,Davao,APAC,1601.76
5919,3213,9,2025-09-17,2025-09-24,Economy,Delivered,PayPal,USA,Phoenix,North America,887.31
5920,5300,6,2026-01-25,2026-02-03,Standard,Shipped,Credit Card,Australia,Perth,APAC,20076.38
5921,935,6,2024-09-14,2024-09-17,Express,Cancelled,Bank Transfer,Philippines,Makati,APAC,4451.9
5922,2367,4,2024-06-01,2024-06-02,Express,Delivered,Credit Card,Philippines,Pasig,APAC,2431.64
5923,1905,4,2023-04-21,2023-04-28,Express,Delivered,PayPal,Philippines,Caloocan,APAC,427.12
5924,7174,3,2025-01-24,2025-02-01,Express,Delivered,Credit Card,Australia,Gold Coast,APAC,1399.9
5925,4,10,2025-04-25,2025-04-26,Economy,Shipped,Credit Card,USA,Houston,North America,216.16
5926,7522,7,2023-08-12,2023-08-18,Same Day,Delivered,Credit Card,Philippines,Manila,APAC,4144.52
5927,1704,8,2024-06-07,2024-06-12,Express,Delivered,Credit Card,USA,Houston,North America,5054.82
5928,2491,18,2025-08-21,2025-08-27,Standard,Delivered,PayPal,UK,Manchester,Europe,13381.11
5929,6599,5,2025-06-29,2025-07-04,Same Day,Delivered,Bank Transfer,India,Ahmedabad,APAC,106.32
5930,3857,2,2025-09-04,2025-09-07,Standard,Delivered,Credit Card,Philippines,Quezon City,APAC,1000.68
5931,1449,4,2024-06-29,2024-07-04,Same Day,Delivered,Bank Transfer,India,Pune,APAC,20416.57
5932,3125,11,2023-08-02,2023-08-03,Express,Processing,GCash,Canada,Vancouver,North America,11611.8
5933,4918,13,2025-01-08,2025-01-17,Standard,Delivered,PayPal,USA,Phoenix,North America,1375.15
5934,1593,20,2025-01-22,2025-01-23,Standard,Delivered,Bank Transfer,UK,Manchester,Europe,4729.82
5935,5348,15,2024-06-04,2024-06-05,Express,Delivered,PayPal,UK,Liverpool,Europe,712.8
5936,1290,10,2025-12-03,2025-12-08,Express,Shipped,PayPal,Canada,Toronto,North America,4397.93
5937,4046,2,2026-01-11,2026-01-17,Express,Shipped,Credit Card,Australia,Adelaide,APAC,17131.24
5938,1153,11,2025-03-13,2025-03-16,Standard,Delivered,Debit Card,USA,Seattle,North America,262.57
5939,1334,15,2024-06-08,2024-06-17,Express,Delivered,PayPal,UK,Leeds,Europe,961.95
5940,5704,12,2025-04-09,2025-04-13,Express,Delivered,PayPal,USA,New York,North America,9379.85
5941,6644,7,2025-09-05,2025-09-13,Standard,Shipped,Debit Card,Australia,Hobart,APAC,1576.61
5942,7286,1,2025-06-30,2025-07-01,Express,Cancelled,Credit Card,Philippines,Caloocan,APAC,1569.52
5943,1408,20,2026-02-27,2026-03-01,Same Day,Delivered,GCash,UK,Bristol,Europe,789.05
5944,1197,9,2024-06-25,2024-07-01,Standard,Delivered,Debit Card,Canada,Toronto,North America,2853.61
5945,6116,7,2023-03-12,2023-03-19,Economy,Cancelled,Credit Card,Australia,Adelaide,APAC,3833.3
5946,5851,14,2025-01-02,2025-01-04,Economy,Shipped,Bank Transfer,USA,New York,North America,3345.38
5947,3487,6,2023-05-11,2023-05-17,Economy,Shipped,Credit Card,Philippines,Cebu,APAC,870.8
5948,5944,3,2025-04-05,2025-04-11,Standard,Returned,Credit Card,Philippines,Quezon City,APAC,307.25
5949,24,15,2024-12-25,2025-01-03,Standard,Shipped,Credit Card,UK,Edinburgh,Europe,4288.41
5950,3168,3,2024-01-04,2024-01-09,Express,Delivered,PayPal,India,Mumbai,APAC,704.31
5951,4090,7,2026-03-02,2026-03-09,Standard,Delivered,Credit Card,India,Pune,APAC,2554.06
5952,6956,14,2025-05-27,2025-06-02,Standard,Delivered,Credit Card,Canada,Calgary,North America,4631.31
5953,7774,6,2024-09-18,2024-09-26,Standard,Cancelled,Credit Card,India,Mumbai,APAC,2857.72
5954,3502,5,2023-12-20,2023-12-30,Standard,Delivered,Credit Card,Philippines,Cebu,APAC,8372.37
5955,212,1,2024-09-11,2024-09-19,Standard,Shipped,Credit Card,Australia,Hobart,APAC,6317.04
5956,4713,5,2023-11-16,2023-11-20,Express,Delivered,Bank Transfer,Philippines,Manila,APAC,8561.2
5957,4750,4,2023-06-07,2023-06-16,Standard,Delivered,PayPal,Australia,Perth,APAC,5283.52
5958,3858,17,2024-06-28,2024-07-01,Express,Delivered,Buy Now Pay Later,UK,Manchester,Europe,13744.42
5959,2632,12,2025-04-18,2025-04-26,Express,Delivered,Bank Transfer,Canada,Edmonton,North America,3875.94
5960,3042,4,2024-02-08,2024-02-11,Standard,Delivered,Credit Card,Australia,Adelaide,APAC,176.64
5961,4465,12,2024-09-04,2024-09-07,Standard,Delivered,PayPal,Canada,Ottawa,North America,4389.8
5962,384,16,2025-07-30,2025-08-08,Express,Delivered,Buy Now Pay Later,UK,Bristol,Europe,1316.38
5963,2195,14,2024-02-14,2024-02-23,Standard,Delivered,PayPal,Canada,Winnipeg,North America,11461.84
5964,7793,13,2024-08-12,2024-08-21,Economy,Delivered,GCash,USA,Austin,North America,169.05
5965,70,8,2023-09-30,2023-10-03,Standard,Delivered,PayPal,USA,Chicago,North America,200.88
5966,5350,2,2025-07-06,2025-07-10,Standard,Delivered,Credit Card,India,Hyderabad,APAC,239.11
5967,2649,8,2025-08-13,2025-08-18,Standard,Delivered,PayPal,USA,New York,North America,2291.2
5968,2421,15,2025-08-06,2025-08-16,Express,Processing,Bank Transfer,UK,Liverpool,Europe,772.48
5969,7386,5,2023-08-01,2023-08-11,Express,Returned,Debit Card,Philippines,Cebu,APAC,5744.76
5970,3909,11,2025-11-21,2025-11-28,Economy,Shipped,Credit Card,Canada,Calgary,North America,660.81
5971,3149,16,2023-07-19,2023-07-28,Same Day,Shipped,Bank Transfer,UK,Glasgow,Europe,6718.7
5972,7372,9,2025-07-20,2025-07-30,Standard,Cancelled,PayPal,Canada,Vancouver,North America,16019.53
5973,6790,4,2023-08-19,2023-08-21,Express,Processing,Credit Card,Philippines,Taguig,APAC,2810.68
5974,6823,6,2023-11-19,2023-11-24,Standard,Delivered,Bank Transfer,Australia,Canberra,APAC,2399.49
5975,3075,7,2024-05-21,2024-05-27,Economy,Delivered,Credit Card,India,Mumbai,APAC,10250.76
5976,2281,2,2023-07-06,2023-07-13,Express,Cancelled,Bank Transfer,Philippines,Manila,APAC,633.65
5977,7721,1,2023-11-02,2023-11-11,Standard,Delivered,Debit Card,Philippines,Quezon City,APAC,611.7
5978,1921,11,2025-08-14,2025-08-24,Economy,Delivered,Credit Card,USA,Seattle,North America,9828.9
5979,3072,9,2026-02-27,2026-03-01,Express,Delivered,Credit Card,USA,New York,North America,236.12
5980,5925,17,2025-01-12,2025-01-15,Economy,Delivered,PayPal,UK,Manchester,Europe,519.32
5981,4902,1,2025-06-13,2025-06-21,Economy,Cancelled,Bank Transfer,Philippines,Davao,APAC,667.45
5982,3822,11,2025-05-15,2025-05-19,Express,Delivered,Buy Now Pay Later,Canada,Quebec City,North America,36996.4
5983,2935,7,2024-08-23,2024-08-26,Economy,Delivered,PayPal,Philippines,Pasig,APAC,1735.3
5984,7674,2,2025-10-17,2025-10-20,Economy,Delivered,Credit Card,Philippines,Pasig,APAC,3229.44
5985,2039,5,2024-12-20,2024-12-23,Express,Shipped,Credit Card,India,Pune,APAC,1428.52
5986,5629,1,2025-07-29,2025-08-04,Standard,Processing,GCash,India,Hyderabad,APAC,5912.52
5987,6576,3,2024-05-12,2024-05-14,Economy,Processing,PayPal,Philippines,Caloocan,APAC,730.9
5988,938,13,2023-06-18,2023-06-28,Economy,Cancelled,PayPal,Canada,Winnipeg,North America,7832.57
5989,2455,13,2026-03-31,2026-04-02,Standard,Shipped,Debit Card,Canada,Montreal,North America,2628.85
5990,7746,13,2024-04-02,2024-04-03,Express,Returned,Credit Card,Canada,Ottawa,North America,13748.05
5991,586,7,2024-09-12,2024-09-14,Express,Cancelled,GCash,Australia,Adelaide,APAC,6148.84
5992,628,2,2025-06-08,2025-06-13,Economy,Cancelled,Debit Card,Australia,Melbourne,APAC,5108.13
5993,7365,8,2024-11-29,2024-12-04,Same Day,Shipped,Buy Now Pay Later,Canada,Quebec City,North America,1377.2
5994,5257,9,2023-06-01,2023-06-03,Economy,Cancelled,Credit Card,USA,Austin,North America,4269.58
5995,7023,8,2023-07-11,2023-07-13,Standard,Delivered,PayPal,USA,Chicago,North America,1303.3
5996,2864,9,2024-10-13,2024-10-21,Express,Processing,PayPal,USA,Chicago,North America,3904.16
5997,3326,2,2026-04-20,2026-04-24,Economy,Shipped,Buy Now Pay Later,India,Ahmedabad,APAC,7049.63
5998,6166,1,2024-06-03,2024-06-12,Standard,Delivered,Credit Card,India,Kolkata,APAC,8123.48
5999,599,5,2025-05-14,2025-05-23,Standard,Delivered,Credit Card,India,Ahmedabad,APAC,3282.92
6000,3117,8,2023-09-09,2023-09-16,Standard,Delivered,GCash,USA,Los Angeles,North America,17780.52
6001,3986,4,2023-10-24,2023-11-03,Express,Shipped,PayPal,India,Delhi,APAC,14995.16
6002,7959,8,2023-05-21,2023-05-22,Express,Delivered,Credit Card,USA,Los Angeles,North America,1200.66
6003,4994,7,2024-11-21,2024-11-29,Express,Delivered,Credit Card,Philippines,Taguig,APAC,3993.83
6004,5954,4,2023-08-13,2023-08-16,Standard,Delivered,Credit Card,Australia,Perth,APAC,2862.74
6005,5908,9,2025-11-22,2025-11-24,Express,Cancelled,PayPal,USA,Dallas,North America,997.89
6006,168,9,2024-03-18,2024-03-21,Express,Delivered,Bank Transfer,USA,Chicago,North America,234.3
6007,741,6,2023-03-29,2023-04-06,Express,Shipped,Credit Card,India,Delhi,APAC,17037.7
6008,7833,12,2025-07-24,2025-08-01,Express,Delivered,Credit Card,USA,Los Angeles,North America,5927.99
6009,3002,4,2026-01-08,2026-01-16,Express,Processing,GCash,Philippines,Cebu,APAC,973.1
6010,3981,8,2023-10-19,2023-10-24,Standard,Delivered,Credit Card,USA,New York,North America,1027.92
6011,5376,16,2023-10-27,2023-10-28,Standard,Cancelled,Credit Card,UK,Bristol,Europe,638.45
6012,3840,5,2025-09-14,2025-09-24,Economy,Shipped,Debit Card,Philippines,Pasig,APAC,335.64
6013,4340,2,2026-05-23,2026-05-27,Express,Delivered,PayPal,Australia,Melbourne,APAC,1115.02
6014,2152,7,2024-04-14,2024-04-16,Express,Cancelled,Credit Card,Philippines,Pasig,APAC,3609.78
6015,7235,2,2023-07-29,2023-08-07,Economy,Shipped,GCash,Australia,Canberra,APAC,478.56
6016,160,6,2025-06-02,2025-06-06,Express,Shipped,PayPal,Australia,Adelaide,APAC,173.98
6017,3279,12,2024-04-30,2024-05-09,Same Day,Delivered,GCash,USA,Dallas,North America,11423.07
6018,3062,16,2024-12-18,2024-12-26,Standard,Processing,Credit Card,UK,Liverpool,Europe,2323.4
6019,727,6,2023-11-03,2023-11-07,Standard,Returned,Credit Card,Philippines,Caloocan,APAC,6567.46
6020,2169,4,2023-06-04,2023-06-13,Standard,Delivered,Bank Transfer,Australia,Adelaide,APAC,2256.24
6021,5190,1,2024-09-22,2024-10-02,Standard,Processing,Bank Transfer,India,Ahmedabad,APAC,12688.82
6022,6680,11,2024-05-05,2024-05-11,Express,Shipped,Credit Card,USA,Austin,North America,2429.15
6023,7598,8,2024-08-24,2024-08-27,Same Day,Delivered,Credit Card,USA,Los Angeles,North America,1730.99
6024,6376,7,2024-09-15,2024-09-18,Standard,Delivered,Debit Card,Philippines,Taguig,APAC,12366.73
6025,7461,5,2025-06-07,2025-06-11,Express,Delivered,Credit Card,Philippines,Manila,APAC,4283.6
6026,267,10,2023-12-26,2024-01-03,Same Day,Processing,Credit Card,USA,Chicago,North America,19893.33
6027,2912,20,2025-02-24,2025-03-04,Standard,Shipped,Bank Transfer,UK,Manchester,Europe,10179.32
6028,7564,10,2025-03-20,2025-03-22,Standard,Cancelled,Bank Transfer,USA,Chicago,North America,8982.36
6029,6806,3,2025-08-11,2025-08-16,Express,Processing,GCash,Philippines,Cebu,APAC,4755.32
6030,3620,8,2026-05-10,2026-05-11,Economy,Delivered,Debit Card,USA,New York,North America,4940.44
6031,7815,19,2024-06-11,2024-06-15,Express,Delivered,GCash,UK,London,Europe,931.6
6032,6690,4,2026-02-26,2026-03-02,Same Day,Shipped,GCash,Philippines,Quezon City,APAC,3060.34
6033,1100,1,2023-10-24,2023-11-01,Express,Delivered,PayPal,Philippines,Davao,APAC,384.52
6034,5043,3,2025-08-12,2025-08-16,Express,Delivered,PayPal,India,Delhi,APAC,4839.24
6035,1964,9,2025-06-26,2025-07-01,Economy,Delivered,PayPal,USA,Phoenix,North America,18364.27
6036,4809,13,2026-05-13,2026-05-15,Express,Delivered,Bank Transfer,USA,Chicago,North America,9213.65
6037,4451,7,2025-05-19,2025-05-22,Economy,Processing,Buy Now Pay Later,India,Kolkata,APAC,4678.02
6038,3022,17,2026-01-23,2026-01-25,Standard,Delivered,Credit Card,UK,Leeds,Europe,1151.71
6039,4994,7,2023-12-19,2023-12-23,Standard,Delivered,Credit Card,Philippines,Taguig,APAC,1566.53
6040,4798,19,2024-08-17,2024-08-22,Economy,Delivered,Debit Card,UK,Glasgow,Europe,419.04
6041,6166,1,2023-06-04,2023-06-11,Standard,Shipped,PayPal,India,Kolkata,APAC,2269.78
6042,4752,10,2023-04-05,2023-04-12,Standard,Delivered,PayPal,USA,Austin,North America,10155.66
6043,6545,17,2023-10-22,2023-10-24,Standard,Delivered,Credit Card,UK,Bristol,Europe,10882.59
6044,5421,7,2025-03-11,2025-03-18,Express,Processing,Credit Card,Australia,Gold Coast,APAC,6360.08
6045,2701,8,2025-04-08,2025-04-10,Express,Returned,Credit Card,USA,Chicago,North America,6832.81
6046,4307,1,2024-03-02,2024-03-09,Standard,Processing,PayPal,Philippines,Taguig,APAC,1449.26
6047,3539,16,2025-10-26,2025-11-03,Standard,Delivered,Debit Card,UK,Bristol,Europe,5972.42
6048,3309,4,2025-03-17,2025-03-26,Economy,Delivered,Credit Card,Philippines,Caloocan,APAC,3604.78
6049,5655,20,2025-07-16,2025-07-19,Standard,Delivered,GCash,UK,Birmingham,Europe,636.51
6050,2551,2,2023-05-06,2023-05-16,Express,Delivered,Credit Card,Australia,Brisbane,APAC,14915.71
6051,5831,3,2023-07-04,2023-07-06,Economy,Delivered,GCash,Philippines,Manila,APAC,1316.13
6052,4750,7,2024-04-23,2024-04-29,Express,Delivered,Credit Card,Australia,Perth,APAC,809.7
6053,6932,3,2025-09-30,2025-10-10,Express,Processing,GCash,Philippines,Cebu,APAC,210.58
6054,1949,3,2024-03-07,2024-03-17,Economy,Delivered,Credit Card,Philippines,Cebu,APAC,1885.5
6055,5798,12,2023-12-10,2023-12-19,Standard,Delivered,Debit Card,Canada,Edmonton,North America,21098.93
6056,5467,13,2025-10-08,2025-10-13,Standard,Delivered,Bank Transfer,USA,New York,North America,16480.22
6057,957,4,2024-08-05,2024-08-14,Economy,Shipped,Debit Card,Philippines,Taguig,APAC,1203.02
6058,7831,2,2025-01-04,2025-01-14,Same Day,Delivered,PayPal,Australia,Melbourne,APAC,999.72
6059,1789,5,2023-05-01,2023-05-05,Express,Delivered,Credit Card,Philippines,Taguig,APAC,10879.95
6060,663,3,2025-03-03,2025-03-12,Standard,Delivered,PayPal,Philippines,Manila,APAC,1063.43
6061,3222,3,2024-08-18,2024-08-19,Same Day,Delivered,GCash,Australia,Hobart,APAC,15062.75
6062,6271,7,2025-10-30,2025-11-06,Same Day,Delivered,Bank Transfer,Philippines,Caloocan,APAC,8121.52
6063,1788,8,2025-03-02,2025-03-05,Same Day,Delivered,Debit Card,USA,Phoenix,North America,12796.53
6064,5920,14,2024-04-01,2024-04-10,Standard,Delivered,Bank Transfer,USA,New York,North America,21177.65
6065,3425,3,2024-03-16,2024-03-23,Standard,Delivered,Credit Card,Philippines,Manila,APAC,8565.78
6066,1700,16,2025-04-08,2025-04-15,Express,Processing,PayPal,UK,Edinburgh,Europe,9498.15
6067,3509,14,2025-12-12,2025-12-19,Same Day,Delivered,Bank Transfer,Canada,Vancouver,North America,5096.0
6068,7736,12,2023-02-14,2023-02-19,Standard,Processing,Debit Card,USA,Houston,North America,806.08
6069,6778,4,2023-05-26,2023-05-27,Standard,Delivered,PayPal,Philippines,Taguig,APAC,676.74
6070,5367,4,2023-09-17,2023-09-22,Express,Delivered,Bank Transfer,Philippines,Davao,APAC,15142.23
6071,7576,6,2024-09-29,2024-10-07,Standard,Delivered,PayPal,Philippines,Makati,APAC,2726.12
6072,6651,9,2025-07-16,2025-07-21,Economy,Shipped,Bank Transfer,Canada,Ottawa,North America,9421.71
6073,7214,2,2024-05-11,2024-05-16,Economy,Shipped,Debit Card,Philippines,Manila,APAC,1159.7
6074,5527,1,2024-05-25,2024-06-02,Standard,Cancelled,Buy Now Pay Later,Australia,Hobart,APAC,552.51
6075,2870,17,2025-02-01,2025-02-05,Economy,Delivered,Credit Card,UK,Leeds,Europe,1247.72
6076,3569,13,2026-02-22,2026-03-02,Standard,Delivered,PayPal,Canada,Montreal,North America,7492.65
6077,3618,9,2024-08-15,2024-08-23,Economy,Delivered,Credit Card,USA,Chicago,North America,12009.63
6078,3990,8,2025-08-12,2025-08-20,Same Day,Processing,PayPal,USA,Chicago,North America,624.66
6079,6645,9,2025-07-05,2025-07-10,Standard,Delivered,PayPal,USA,Austin,North America,279.86
6080,4041,17,2025-04-22,2025-05-02,Economy,Shipped,PayPal,UK,Leeds,Europe,835.8
6081,5876,19,2025-11-01,2025-11-04,Standard,Delivered,Credit Card,UK,Bristol,Europe,2497.04
6082,4994,6,2024-06-26,2024-07-05,Standard,Delivered,PayPal,Philippines,Taguig,APAC,767.28
6083,6005,1,2026-01-16,2026-01-21,Express,Delivered,Credit Card,Philippines,Quezon City,APAC,4499.2
6084,267,10,2025-12-10,2025-12-20,Express,Processing,Buy Now Pay Later,USA,Chicago,North America,10383.02
6085,7574,4,2025-06-14,2025-06-22,Same Day,Processing,Credit Card,India,Pune,APAC,191.9
6086,7156,2,2025-03-26,2025-03-31,Economy,Shipped,Debit Card,Australia,Melbourne,APAC,2047.32
6087,1502,7,2026-05-14,2026-05-24,Standard,Delivered,GCash,Australia,Canberra,APAC,10980.1
6088,137,19,2024-05-18,2024-05-21,Express,Delivered,Credit Card,UK,Leeds,Europe,17546.59
6089,5077,16,2026-01-21,2026-01-28,Standard,Delivered,Debit Card,UK,London,Europe,18741.31
6090,693,5,2024-11-20,2024-11-27,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,554.2
6091,1651,10,2023-04-18,2023-04-21,Same Day,Cancelled,Debit Card,USA,Dallas,North America,1212.42
6092,4424,1,2024-09-17,2024-09-23,Economy,Delivered,Credit Card,India,Bangalore,APAC,16472.09
6093,843,19,2024-10-22,2024-10-31,Standard,Delivered,Buy Now Pay Later,UK,Manchester,Europe,11132.05
6094,944,10,2025-11-25,2025-12-03,Express,Delivered,Credit Card,USA,Phoenix,North America,3921.66
