lead_id,customer_id,created_date,source,status,follow_up_date
8020,,2023-02-08,LinkedIn,Lost,
8021,,2023-05-29,LinkedIn,Qualified,2023-06-11
8022,,2024-09-01,Direct,Lost,
8023,,2023-03-29,Direct,Contacted,2023-04-08
8024,,2024-12-08,LinkedIn,Contacted,2024-12-19
8025,7104,2024-10-15,Facebook Ads,Converted,
8026,,2026-03-29,Facebook Ads,Qualified,2026-04-06
8027,,2023-04-26,TikTok,Contacted,2023-05-06
8028,1660,2025-08-28,LinkedIn,Converted,
8029,,2024-05-23,Google Ads,New,
8030,,2025-02-25,Direct,Qualified,2025-03-11
8031,,2024-10-21,Organic,Contacted,2024-10-30
8032,5240,2025-05-15,Facebook Ads,Converted,
8033,,2025-01-11,TikTok,Qualified,2025-01-12
8034,,2023-02-26,Facebook Ads,Qualified,2023-03-10
8035,,2026-05-30,TikTok,Lost,
8036,,2024-07-28,Facebook Ads,Lost,
8037,,2024-11-13,Referral,Contacted,2024-11-22
8038,4064,2023-12-07,Referral,Converted,
8039,,2024-02-07,Referral,Lost,
8040,,2023-01-25,Referral,Qualified,2023-02-07
8041,,2025-05-28,Referral,Lost,
8042,,2025-05-13,Referral,Lost,
8043,,2025-02-09,Organic,Lost,
8044,,2024-09-26,TikTok,Contacted,2024-10-09
8045,,2023-06-19,Referral,New,
8046,,2023-05-11,Organic,Contacted,2023-05-21
8047,,2023-02-02,Google Ads,Lost,
8048,,2026-01-18,Direct,Lost,
8049,,2023-11-09,TikTok,New,
8050,,2026-04-11,Organic,Lost,
8051,,2025-06-09,LinkedIn,Qualified,2025-06-23
8052,,2023-10-26,Organic,Contacted,2023-11-07
8053,3093,2026-04-11,Direct,Converted,
8054,,2025-03-30,Google Ads,Contacted,2025-04-10
8055,,2024-08-17,Direct,Qualified,2024-08-24
8056,,2024-08-14,Google Ads,Contacted,2024-08-23
8057,2503,2026-02-11,Organic,Converted,
8058,,2024-01-19,Facebook Ads,Contacted,2024-01-31
8059,,2023-04-29,Direct,Contacted,2023-05-04
8060,,2025-04-18,TikTok,Contacted,2025-05-02
8061,,2023-07-19,Facebook Ads,Lost,
8062,2793,2025-01-25,Referral,Converted,
8063,,2023-01-10,Google Ads,Lost,
8064,,2025-11-02,Google Ads,Contacted,2025-11-11
8065,,2025-02-16,Google Ads,Qualified,2025-02-20
8066,,2025-01-11,Referral,Contacted,2025-01-18
8067,,2023-02-28,LinkedIn,Contacted,2023-03-07
8068,,2024-02-01,LinkedIn,Qualified,2024-02-02
8069,,2023-02-26,Direct,Contacted,2023-03-08
8070,7745,2024-09-28,Direct,Converted,
8071,,2024-12-23,Referral,Qualified,2025-01-04
8072,,2026-05-17,LinkedIn,Contacted,2026-05-27
8073,5593,2025-09-12,Google Ads,Converted,
8074,7669,2026-05-02,Referral,Converted,
8075,,2024-12-16,Google Ads,Lost,
8076,,2023-07-09,Google Ads,Lost,
8077,,2024-11-12,Referral,New,
8078,,2023-08-23,TikTok,New,
8079,,2024-03-03,Direct,Contacted,2024-03-17
8080,,2023-12-06,Organic,Qualified,2023-12-13
8081,,2025-02-25,Facebook Ads,Lost,
8082,,2023-12-23,Organic,Contacted,2023-12-24
8083,,2025-09-30,Direct,Qualified,2025-10-14
8084,,2023-03-14,Facebook Ads,Contacted,2023-03-24
8085,,2024-01-08,Referral,Qualified,2024-01-10
8086,,2023-09-14,Referral,Lost,
8087,7523,2025-08-15,Google Ads,Converted,
8088,,2024-03-26,Organic,Qualified,2024-03-31
8089,,2024-11-08,TikTok,Qualified,2024-11-09
8090,,2023-09-01,LinkedIn,Qualified,2023-09-07
8091,,2024-09-09,LinkedIn,Contacted,2024-09-10
8092,,2024-03-06,Organic,Contacted,2024-03-16
8093,,2025-01-30,LinkedIn,Qualified,2025-02-08
8094,,2023-11-14,Facebook Ads,Lost,
8095,,2023-02-20,Google Ads,Contacted,2023-02-26
8096,1238,2023-11-21,Google Ads,Converted,
8097,,2025-04-22,Google Ads,Lost,
8098,,2024-11-27,Direct,New,
8099,,2023-02-12,Google Ads,Contacted,2023-02-23
8100,,2023-11-08,Referral,Qualified,2023-11-16
8101,,2024-05-25,Direct,Contacted,2024-05-28
8102,,2024-06-15,Referral,Lost,
8103,,2024-12-03,Referral,Contacted,2024-12-08
8104,,2023-03-05,TikTok,Contacted,2023-03-08
8105,,2025-06-29,Google Ads,New,
8106,,2024-09-04,Organic,Qualified,2024-09-13
8107,,2023-10-12,LinkedIn,Qualified,2023-10-23
8108,,2023-12-31,Facebook Ads,Lost,
8109,,2025-05-26,Organic,Lost,
8110,,2023-05-27,Direct,Qualified,2023-06-09
8111,4412,2024-05-23,Direct,Converted,
8112,,2023-09-26,Referral,Lost,
8113,,2025-08-16,TikTok,Lost,
8114,,2026-03-25,LinkedIn,Qualified,2026-04-01
8115,2690,2023-01-03,TikTok,Converted,
8116,,2023-03-12,TikTok,Qualified,2023-03-19
8117,,2025-06-05,Google Ads,New,
8118,,2025-12-13,LinkedIn,Contacted,2025-12-16
8119,7012,2023-08-29,Facebook Ads,Converted,
8120,,2024-06-16,Direct,New,
8121,6639,2025-04-04,LinkedIn,Converted,
8122,,2025-07-03,LinkedIn,Contacted,2025-07-17
8123,,2023-11-15,Organic,Qualified,2023-11-19
8124,,2024-02-19,Facebook Ads,New,
8125,,2026-02-06,Google Ads,Lost,
8126,,2025-10-03,Organic,Lost,
8127,,2025-06-02,Referral,Contacted,2025-06-11
8128,2950,2026-04-29,Direct,Converted,
8129,,2024-06-12,Direct,Qualified,2024-06-25
8130,,2025-07-25,Facebook Ads,Qualified,2025-08-01
8131,,2025-08-27,LinkedIn,Lost,
8132,,2023-05-22,Organic,Qualified,2023-06-04
8133,4937,2025-10-09,Facebook Ads,Converted,
8134,,2025-01-14,Google Ads,Contacted,2025-01-26
8135,,2025-06-18,LinkedIn,Lost,
8136,,2024-12-04,Google Ads,Qualified,2024-12-07
8137,,2025-04-09,Direct,Contacted,2025-04-15
8138,,2025-07-01,Organic,Lost,
8139,,2025-01-29,Facebook Ads,Qualified,2025-02-05
8140,,2025-05-29,Facebook Ads,Qualified,2025-06-09
8141,,2025-08-12,Facebook Ads,Qualified,2025-08-21
8142,,2024-03-20,Referral,Lost,
8143,,2025-10-16,TikTok,Contacted,2025-10-18
8144,,2025-01-11,Google Ads,Lost,
8145,,2024-03-06,LinkedIn,Qualified,2024-03-07
8146,,2023-06-16,Referral,Contacted,2023-06-27
8147,1822,2025-02-07,LinkedIn,Converted,
8148,,2026-03-22,LinkedIn,Qualified,2026-04-02
8149,897,2026-02-23,Organic,Converted,
8150,,2023-02-10,Referral,Contacted,2023-02-20
8151,,2025-01-04,Organic,Contacted,2025-01-10
8152,4266,2025-07-14,Organic,Converted,
8153,,2024-04-28,Google Ads,New,
8154,,2025-01-16,LinkedIn,Qualified,2025-01-27
8155,,2023-04-13,TikTok,Contacted,2023-04-20
8156,,2023-03-19,Organic,Qualified,2023-03-31
8157,,2026-03-24,Facebook Ads,Contacted,2026-04-03
8158,,2025-11-05,Organic,Lost,
8159,,2025-06-25,Direct,Contacted,2025-07-06
8160,,2025-04-10,LinkedIn,Qualified,2025-04-16
8161,,2025-02-22,Referral,New,
8162,,2025-08-11,Direct,Qualified,2025-08-16
8163,,2025-11-29,Organic,New,
8164,,2024-04-29,Referral,New,
8165,,2024-07-25,Referral,Qualified,2024-07-30
8166,,2025-11-19,Facebook Ads,Lost,
8167,,2023-06-15,Google Ads,Contacted,2023-06-17
8168,,2023-03-21,Organic,Lost,
8169,,2023-07-20,LinkedIn,Contacted,2023-08-01
8170,,2024-02-28,Organic,Contacted,2024-03-07
8171,6962,2024-11-20,Organic,Converted,
8172,,2023-10-31,LinkedIn,Lost,
8173,,2024-07-07,Facebook Ads,Lost,
8174,3241,2025-04-26,TikTok,Converted,
8175,3030,2025-12-09,Direct,Converted,
8176,,2023-07-05,Google Ads,Qualified,2023-07-19
8177,,2024-01-19,Facebook Ads,New,
8178,,2024-12-21,Google Ads,Contacted,2024-12-28
8179,,2024-07-21,Facebook Ads,New,
8180,,2025-06-29,Organic,Qualified,2025-07-13
8181,,2023-07-08,Facebook Ads,Lost,
8182,,2025-02-09,Google Ads,New,
8183,,2024-07-19,TikTok,Lost,
8184,,2024-10-11,Direct,Contacted,2024-10-22
8185,,2023-10-09,TikTok,Lost,
8186,,2024-01-05,Organic,Qualified,2024-01-10
8187,,2025-03-29,TikTok,Qualified,2025-04-09
8188,2772,2023-06-16,Organic,Converted,
8189,,2024-08-01,Organic,Lost,
8190,,2024-11-08,Organic,Qualified,2024-11-17
8191,,2023-09-21,Direct,Lost,
8192,,2025-07-28,Direct,Lost,
8193,,2024-12-31,Facebook Ads,Contacted,2025-01-02
8194,,2024-11-03,TikTok,Contacted,2024-11-07
8195,,2025-01-30,Direct,Contacted,2025-02-05
8196,,2023-12-09,Facebook Ads,Lost,
8197,,2025-09-08,Google Ads,New,
8198,453,2023-10-10,Referral,Converted,
8199,,2024-01-31,Direct,Lost,
8200,,2026-03-14,Direct,Lost,
8201,,2023-04-03,LinkedIn,Lost,
8202,1102,2026-01-24,Facebook Ads,Converted,
8203,,2023-03-15,Organic,New,
8204,,2025-03-24,Google Ads,Qualified,2025-04-03
8205,883,2023-03-20,Referral,Converted,
8206,,2025-08-14,Facebook Ads,Lost,
8207,632,2024-07-28,Referral,Converted,
8208,,2025-01-19,LinkedIn,Qualified,2025-01-27
8209,,2025-01-09,Google Ads,New,
8210,,2025-01-05,TikTok,Lost,
8211,,2024-11-28,Organic,Lost,
8212,,2024-10-27,Facebook Ads,New,
8213,,2023-03-11,Referral,Contacted,2023-03-16
8214,,2025-04-07,Organic,Qualified,2025-04-20
8215,,2025-05-18,LinkedIn,Contacted,2025-05-31
8216,,2024-10-31,Organic,New,
8217,,2025-09-24,Facebook Ads,Qualified,2025-09-30
8218,,2025-03-04,Facebook Ads,Qualified,2025-03-07
8219,,2025-07-02,Google Ads,Lost,
8220,,2024-07-14,Referral,Qualified,2024-07-23
8221,,2024-04-10,TikTok,Lost,
8222,,2025-03-03,Referral,Qualified,2025-03-07
8223,,2023-12-19,TikTok,New,
8224,,2024-01-06,TikTok,New,
8225,3978,2025-07-16,Facebook Ads,Converted,
8226,3343,2026-02-07,Organic,Converted,
8227,,2024-04-25,TikTok,New,
8228,,2026-03-09,Direct,Qualified,2026-03-15
8229,3165,2024-06-09,Direct,Converted,
8230,3323,2024-02-28,TikTok,Converted,
8231,,2023-08-25,Referral,Lost,
8232,,2025-04-15,Facebook Ads,Qualified,2025-04-24
8233,,2025-08-27,Referral,Contacted,2025-09-04
8234,,2023-04-09,Google Ads,Contacted,2023-04-21
8235,4924,2024-04-14,Google Ads,Converted,
8236,,2023-04-07,TikTok,Qualified,2023-04-09
8237,,2025-12-19,LinkedIn,New,
8238,,2023-10-07,Direct,Contacted,2023-10-10
8239,,2023-10-20,TikTok,Qualified,2023-10-22
8240,,2025-08-04,Referral,New,
8241,,2023-05-15,TikTok,Contacted,2023-05-16
8242,,2025-08-02,Direct,Qualified,2025-08-16
8243,,2025-07-09,TikTok,New,
8244,,2024-05-10,Organic,Qualified,2024-05-18
8245,,2025-06-16,Google Ads,New,
8246,,2024-03-25,TikTok,New,
8247,,2025-12-22,Facebook Ads,Qualified,2026-01-01
8248,,2024-12-25,Referral,Contacted,2025-01-05
8249,,2023-09-21,TikTok,Contacted,2023-09-24
8250,3701,2024-08-13,Referral,Converted,
8251,,2024-03-16,LinkedIn,New,
8252,,2023-11-14,Referral,Qualified,2023-11-28
8253,4881,2025-05-13,Facebook Ads,Converted,
8254,,2024-11-25,TikTok,New,
8255,,2025-01-19,Google Ads,New,
8256,,2023-11-30,Referral,New,
8257,,2023-01-13,Organic,New,
8258,,2024-02-01,Referral,Qualified,2024-02-05
8259,,2023-08-22,Organic,Qualified,2023-08-25
8260,,2025-10-14,LinkedIn,Qualified,2025-10-22
8261,,2026-02-24,LinkedIn,Qualified,2026-02-28
8262,1711,2023-10-23,Direct,Converted,
8263,,2025-05-04,Direct,Qualified,2025-05-09
8264,,2023-02-08,TikTok,Contacted,2023-02-09
8265,,2025-05-09,TikTok,New,
8266,,2023-02-24,TikTok,Qualified,2023-03-08
8267,4651,2023-11-08,Direct,Converted,
8268,,2025-06-06,Facebook Ads,New,
8269,,2025-12-07,Direct,New,
8270,,2023-03-06,LinkedIn,Contacted,2023-03-16
8271,,2025-11-27,Google Ads,New,
8272,,2023-07-03,Facebook Ads,Lost,
8273,,2025-07-19,Google Ads,Contacted,2025-07-20
8274,,2024-06-01,TikTok,Lost,
8275,,2025-07-06,Facebook Ads,Lost,
8276,,2023-01-26,Facebook Ads,Lost,
8277,115,2023-11-18,Organic,Converted,
8278,,2025-07-12,Referral,Qualified,2025-07-17
8279,,2024-11-15,Referral,Lost,
8280,,2024-01-14,Referral,Lost,
8281,,2026-05-02,Referral,Lost,
8282,,2023-12-13,Referral,Lost,
8283,,2026-05-18,TikTok,Lost,
8284,,2024-05-26,TikTok,Contacted,2024-06-04
8285,,2025-06-26,TikTok,Lost,
8286,,2026-03-10,TikTok,Contacted,2026-03-18
8287,,2025-11-05,Facebook Ads,Qualified,2025-11-09
8288,,2023-09-13,Google Ads,Qualified,2023-09-25
8289,,2024-10-04,Referral,Lost,
8290,1239,2023-06-06,TikTok,Converted,
8291,,2023-12-07,Organic,Lost,
8292,,2025-03-09,Google Ads,New,
8293,,2025-04-19,Organic,Lost,
8294,,2026-05-24,Organic,New,
8295,,2024-06-27,Direct,Contacted,2024-07-10
8296,,2023-03-09,Direct,New,
8297,,2026-04-25,Direct,Contacted,2026-05-01
8298,,2025-04-02,LinkedIn,Contacted,2025-04-09
8299,,2025-05-16,Organic,Contacted,2025-05-17
8300,,2024-04-24,TikTok,Qualified,2024-05-05
8301,5211,2025-11-07,Facebook Ads,Converted,
8302,,2023-10-14,Google Ads,Contacted,2023-10-16
8303,3425,2025-12-26,Direct,Converted,
8304,6336,2023-04-08,TikTok,Converted,
8305,,2024-12-18,Direct,Lost,
8306,,2026-01-23,Organic,Contacted,2026-01-30
8307,,2023-08-27,LinkedIn,Contacted,2023-09-08
8308,,2026-02-16,TikTok,Lost,
8309,,2025-07-16,Organic,Lost,
8310,,2023-04-13,LinkedIn,New,
8311,,2026-01-22,Referral,Lost,
8312,,2025-03-13,Google Ads,Lost,
8313,,2024-05-30,Direct,Qualified,2024-06-12
8314,4111,2023-07-05,Referral,Converted,
8315,,2023-02-10,Direct,Qualified,2023-02-17
8316,,2023-03-28,Direct,Contacted,2023-03-31
8317,,2024-12-05,LinkedIn,Lost,
8318,,2024-08-29,Direct,Contacted,2024-09-10
8319,,2025-11-11,Referral,Contacted,2025-11-22
8320,,2024-11-09,Organic,Contacted,2024-11-23
8321,,2023-05-20,Referral,Qualified,2023-05-29
8322,,2023-10-21,Google Ads,Contacted,2023-10-29
8323,,2023-09-04,LinkedIn,Qualified,2023-09-13
8324,,2024-07-22,TikTok,Qualified,2024-07-24
8325,,2025-06-19,LinkedIn,Qualified,2025-06-29
8326,6635,2025-01-31,Referral,Converted,
8327,,2025-05-23,Google Ads,Contacted,2025-06-05
8328,2379,2025-01-04,Organic,Converted,
8329,,2023-05-29,LinkedIn,Contacted,2023-06-07
8330,,2025-06-22,Direct,Contacted,2025-06-28
8331,,2023-05-25,LinkedIn,New,
8332,1619,2024-05-07,TikTok,Converted,
8333,,2024-02-08,Google Ads,Qualified,2024-02-20
8334,,2025-01-15,Google Ads,Contacted,2025-01-28
8335,,2023-06-28,Referral,Qualified,2023-07-02
8336,,2026-04-26,LinkedIn,New,
8337,4211,2025-03-26,Organic,Converted,
8338,,2025-08-09,Organic,Lost,
8339,3050,2024-04-03,Google Ads,Converted,
8340,3325,2023-12-29,Organic,Converted,
8341,2738,2025-06-19,Direct,Converted,
8342,,2025-06-24,Google Ads,Contacted,2025-06-27
8343,,2023-07-12,Organic,Lost,
8344,,2023-02-17,Google Ads,Contacted,2023-02-22
8345,,2023-09-22,Organic,Qualified,2023-09-30
8346,,2023-11-02,LinkedIn,New,
8347,,2026-01-28,Direct,New,
8348,,2025-04-15,Direct,Contacted,2025-04-20
8349,,2024-10-04,Organic,Qualified,2024-10-06
8350,,2025-04-07,Google Ads,Qualified,2025-04-17
8351,,2024-01-16,Google Ads,Contacted,2024-01-18
8352,,2024-12-08,Organic,Contacted,2024-12-15
8353,,2023-12-13,Google Ads,New,
8354,,2025-07-13,TikTok,Qualified,2025-07-26
8355,1876,2023-11-04,TikTok,Converted,
8356,,2025-09-09,Google Ads,New,
8357,,2025-10-23,Referral,Qualified,2025-11-03
8358,,2023-07-19,Google Ads,Lost,
8359,,2024-04-28,Referral,Lost,
8360,,2024-04-05,Organic,Qualified,2024-04-19
8361,,2025-04-22,Referral,Lost,
8362,,2023-01-30,Referral,Contacted,2023-02-08
8363,,2026-05-14,Referral,New,
8364,,2023-11-25,Google Ads,Contacted,2023-12-06
8365,,2024-05-16,TikTok,Qualified,2024-05-29
8366,,2024-09-20,Google Ads,Contacted,2024-10-02
8367,,2024-04-24,Referral,New,
8368,,2025-05-09,Google Ads,Contacted,2025-05-23
8369,,2026-01-17,Google Ads,New,
8370,6863,2024-12-17,Direct,Converted,
8371,,2024-03-12,Referral,Lost,
8372,656,2024-04-06,Direct,Converted,
8373,,2026-05-08,TikTok,Lost,
8374,,2025-02-09,Direct,Qualified,2025-02-11
8375,,2024-08-04,Facebook Ads,New,
8376,,2025-04-26,TikTok,Lost,
8377,,2025-02-19,LinkedIn,New,
8378,,2025-08-03,LinkedIn,Qualified,2025-08-06
8379,,2025-12-17,Google Ads,Lost,
8380,,2025-05-07,Direct,Contacted,2025-05-19
8381,,2025-06-17,Facebook Ads,Contacted,2025-06-20
8382,,2024-10-27,Organic,Qualified,2024-11-02
8383,4473,2024-02-29,Direct,Converted,
8384,1244,2025-06-26,Direct,Converted,
8385,,2024-01-16,LinkedIn,Qualified,2024-01-20
8386,,2023-11-21,TikTok,Lost,
8387,,2025-09-15,Direct,Qualified,2025-09-21
8388,,2024-03-10,Direct,Lost,
8389,4832,2025-08-31,Google Ads,Converted,
8390,,2025-02-21,Direct,Qualified,2025-03-02
8391,,2024-03-09,Direct,New,
8392,7772,2025-07-18,TikTok,Converted,
8393,3476,2025-09-05,Facebook Ads,Converted,
8394,2815,2024-10-17,Referral,Converted,
8395,1873,2025-09-24,Organic,Converted,
8396,,2026-05-09,LinkedIn,Qualified,2026-05-15
8397,,2025-06-25,Google Ads,Qualified,2025-07-03
8398,5054,2024-11-16,Organic,Converted,
8399,577,2023-05-27,Direct,Converted,
8400,,2025-06-05,Google Ads,Contacted,2025-06-06
8401,,2023-04-06,LinkedIn,Contacted,2023-04-13
8402,6226,2023-06-30,Google Ads,Converted,
8403,,2026-01-23,TikTok,New,
8404,,2025-09-07,Organic,Lost,
8405,,2026-03-19,Google Ads,New,
8406,,2024-01-29,Facebook Ads,New,
8407,,2024-01-22,Facebook Ads,New,
8408,,2025-02-18,Direct,New,
8409,,2026-03-17,Google Ads,Contacted,2026-03-26
8410,,2026-01-12,Direct,Contacted,2026-01-26
8411,,2024-07-11,Facebook Ads,New,
8412,,2025-04-23,Organic,Lost,
8413,,2023-04-27,Organic,Lost,
8414,,2024-09-30,LinkedIn,Lost,
8415,,2026-01-18,Organic,Contacted,2026-01-21
8416,,2024-11-14,LinkedIn,Qualified,2024-11-22
8417,7490,2023-04-21,Facebook Ads,Converted,
8418,224,2025-03-30,Facebook Ads,Converted,
8419,,2024-02-28,Facebook Ads,Qualified,2024-03-12
8420,,2024-11-22,Organic,New,
8421,,2025-06-01,LinkedIn,Lost,
8422,,2024-02-09,LinkedIn,Qualified,2024-02-11
8423,1637,2026-05-25,Direct,Converted,
8424,,2024-07-25,LinkedIn,Contacted,2024-08-01
8425,2220,2024-08-10,Google Ads,Converted,
8426,5596,2023-01-11,Organic,Converted,
8427,,2024-12-09,LinkedIn,Qualified,2024-12-12
8428,,2023-11-01,Referral,Qualified,2023-11-09
8429,,2026-02-12,Google Ads,Contacted,2026-02-15
8430,,2024-07-13,Facebook Ads,Contacted,2024-07-25
8431,,2024-07-28,Referral,Contacted,2024-08-01
8432,,2023-02-09,TikTok,Qualified,2023-02-22
8433,,2026-02-13,Google Ads,Qualified,2026-02-20
8434,,2025-03-19,Google Ads,Lost,
8435,,2023-03-18,Direct,Qualified,2023-03-22
8436,1241,2024-03-14,Referral,Converted,
8437,,2025-12-16,Organic,Qualified,2025-12-22
8438,,2024-08-28,Organic,Contacted,2024-09-05
8439,,2023-07-03,Organic,Lost,
8440,,2024-11-21,Organic,Qualified,2024-11-26
8441,,2024-05-21,Direct,Lost,
8442,,2023-08-30,Organic,Qualified,2023-09-04
8443,,2025-10-02,Google Ads,New,
8444,,2023-04-25,TikTok,Qualified,2023-05-01
8445,,2023-05-07,LinkedIn,Qualified,2023-05-19
8446,,2024-12-03,Referral,Lost,
8447,,2025-12-23,Organic,Qualified,2025-12-26
8448,,2026-05-15,Direct,Qualified,2026-05-29
8449,,2023-03-19,TikTok,Contacted,2023-03-21
8450,,2024-05-23,TikTok,Qualified,2024-05-27
8451,,2023-12-20,LinkedIn,Qualified,2024-01-03
8452,,2024-08-28,Google Ads,Contacted,2024-09-04
8453,,2024-01-28,LinkedIn,New,
8454,,2025-02-12,Organic,Qualified,2025-02-26
8455,,2023-02-19,Organic,New,
8456,7156,2025-09-25,Referral,Converted,
8457,,2023-05-27,LinkedIn,Lost,
8458,5464,2025-09-07,Facebook Ads,Converted,
8459,,2023-01-16,Google Ads,New,
8460,,2026-05-26,LinkedIn,Qualified,2026-06-07
8461,,2024-06-20,Direct,Qualified,2024-06-22
8462,,2025-06-26,Referral,Contacted,2025-06-28
8463,,2023-10-11,Google Ads,Qualified,2023-10-16
8464,,2024-10-23,Google Ads,Qualified,2024-10-29
8465,,2023-07-09,LinkedIn,New,
8466,,2025-11-10,Google Ads,New,
8467,,2026-05-27,TikTok,Contacted,2026-06-08
8468,,2023-07-10,Referral,Lost,
8469,,2023-03-05,LinkedIn,Qualified,2023-03-12
8470,4156,2024-12-02,LinkedIn,Converted,
8471,,2023-09-22,Referral,Lost,
8472,,2025-11-07,LinkedIn,Qualified,2025-11-09
8473,1950,2025-03-11,Organic,Converted,
8474,301,2023-10-31,TikTok,Converted,
8475,,2023-12-02,Google Ads,Contacted,2023-12-04
8476,,2025-10-22,Google Ads,Lost,
8477,,2025-10-24,TikTok,Qualified,2025-10-30
8478,,2024-07-23,Facebook Ads,Lost,
8479,,2025-04-13,Direct,Qualified,2025-04-27
8480,4550,2023-08-15,Referral,Converted,
8481,,2024-02-08,Facebook Ads,Qualified,2024-02-21
8482,,2025-11-02,Facebook Ads,Contacted,2025-11-07
8483,,2025-06-21,Facebook Ads,Lost,
8484,,2023-07-27,Direct,Lost,
8485,,2023-03-25,TikTok,Qualified,2023-04-02
8486,,2023-10-08,Organic,Lost,
8487,,2026-03-04,Facebook Ads,Qualified,2026-03-09
8488,4209,2023-09-16,LinkedIn,Converted,
8489,,2025-09-20,Direct,Qualified,2025-09-29
8490,,2024-02-14,TikTok,Qualified,2024-02-16
8491,,2026-05-12,Referral,Lost,
8492,,2026-02-08,Google Ads,Lost,
8493,,2026-02-11,LinkedIn,Contacted,2026-02-19
8494,,2026-03-09,Referral,Contacted,2026-03-15
8495,,2023-02-05,Referral,Lost,
8496,,2025-11-29,Organic,Qualified,2025-12-08
8497,,2023-01-16,Facebook Ads,Lost,
8498,,2024-06-30,Direct,Lost,
8499,,2023-06-19,LinkedIn,Contacted,2023-07-02
8500,,2025-11-06,Facebook Ads,Lost,
8501,2580,2023-07-02,Organic,Converted,
8502,,2023-09-09,LinkedIn,Qualified,2023-09-14
8503,,2024-02-14,Organic,Qualified,2024-02-28
8504,,2025-10-25,Referral,Qualified,2025-11-04
8505,,2025-10-01,Direct,New,
8506,,2023-03-15,Google Ads,Lost,
8507,958,2024-10-08,Referral,Converted,
8508,5384,2024-02-28,Organic,Converted,
8509,5099,2025-08-12,Facebook Ads,Converted,
8510,580,2026-02-03,Referral,Converted,
8511,6198,2024-04-03,TikTok,Converted,
8512,4768,2025-07-06,Facebook Ads,Converted,
8513,,2026-01-22,Google Ads,Qualified,2026-02-01
8514,,2023-10-04,LinkedIn,Contacted,2023-10-08
8515,,2023-10-10,Facebook Ads,Qualified,2023-10-20
8516,,2025-05-17,LinkedIn,Qualified,2025-05-30
8517,,2025-10-11,Organic,Qualified,2025-10-22
8518,,2023-01-06,Referral,Lost,
8519,4923,2025-10-09,Facebook Ads,Converted,
8520,,2024-01-13,LinkedIn,Qualified,2024-01-16
8521,,2024-10-05,Direct,New,
8522,,2025-10-14,Google Ads,Lost,
8523,,2025-12-31,Direct,Contacted,2026-01-12
8524,,2024-10-06,Direct,Qualified,2024-10-18
8525,,2025-06-22,Facebook Ads,Qualified,2025-07-05
8526,,2023-12-05,TikTok,Qualified,2023-12-17
8527,,2023-09-07,Google Ads,Qualified,2023-09-10
8528,1496,2026-05-14,Direct,Converted,
8529,7650,2025-03-09,TikTok,Converted,
8530,,2024-01-14,LinkedIn,Contacted,2024-01-19
8531,,2024-03-17,Direct,Qualified,2024-03-27
8532,,2025-12-21,Direct,New,
8533,,2024-08-30,LinkedIn,Qualified,2024-09-12
8534,,2024-07-07,Google Ads,New,
8535,,2026-05-10,Referral,Contacted,2026-05-13
8536,,2025-10-29,TikTok,Qualified,2025-11-09
8537,1387,2025-05-29,LinkedIn,Converted,
8538,,2025-10-09,Direct,Qualified,2025-10-22
8539,,2024-08-31,Referral,Contacted,2024-09-12
8540,,2024-04-07,LinkedIn,Qualified,2024-04-08
8541,,2024-02-24,TikTok,Lost,
8542,,2025-09-30,Direct,Contacted,2025-10-11
8543,,2025-08-11,TikTok,Contacted,2025-08-12
8544,,2023-01-16,Google Ads,Lost,
8545,,2025-02-03,Direct,Qualified,2025-02-17
8546,811,2025-11-07,LinkedIn,Converted,
8547,,2023-10-09,Organic,New,
8548,,2024-10-23,LinkedIn,Qualified,2024-10-30
8549,,2024-09-08,LinkedIn,New,
8550,,2024-12-19,Referral,New,
8551,,2025-11-21,Referral,Contacted,2025-11-30
8552,,2024-01-01,TikTok,Lost,
8553,2194,2024-07-21,Google Ads,Converted,
8554,,2025-09-23,TikTok,Lost,
8555,,2025-11-01,Referral,Qualified,2025-11-09
8556,,2023-03-13,Direct,Lost,
8557,,2023-07-16,TikTok,Lost,
8558,,2026-05-31,Google Ads,New,
8559,,2023-12-08,Facebook Ads,New,
8560,,2023-05-08,Referral,Lost,
8561,,2023-03-21,Google Ads,Lost,
8562,,2023-09-13,Direct,Lost,
8563,,2023-07-26,Google Ads,New,
8564,,2023-08-17,Facebook Ads,Contacted,2023-08-18
8565,,2024-08-25,Direct,New,
8566,,2023-08-20,Referral,New,
8567,,2024-11-29,Facebook Ads,Lost,
8568,,2025-10-04,Facebook Ads,Contacted,2025-10-08
8569,,2024-01-23,Facebook Ads,New,
8570,,2024-12-07,TikTok,Contacted,2024-12-16
8571,,2026-03-05,Direct,Contacted,2026-03-18
8572,,2025-03-31,Direct,Qualified,2025-04-09
8573,,2024-09-13,LinkedIn,Qualified,2024-09-24
8574,2264,2023-01-26,Organic,Converted,
8575,,2025-01-18,Direct,Qualified,2025-01-31
8576,,2023-08-04,Organic,Contacted,2023-08-05
8577,,2023-09-10,LinkedIn,Contacted,2023-09-16
8578,,2024-09-09,Organic,Lost,
8579,117,2023-01-22,LinkedIn,Converted,
8580,,2024-02-10,Organic,Qualified,2024-02-23
8581,7900,2024-11-30,LinkedIn,Converted,
8582,,2024-11-07,Direct,Contacted,2024-11-16
8583,3709,2024-03-05,LinkedIn,Converted,
8584,,2023-10-17,Facebook Ads,Lost,
